PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
20,,,"Masselmani, Mrs. Fatima",female,,0.0,0.0,2649,7.225,,C
21,No,2.0,"Fynney, Mr. Joseph J",male,35.0,50.0,999.0,239865,26.0,,
22,1.0,,"Beesley, Mr. Lawrence",male,34.0,0.0,0.0,248698,13.0,D56,S
23,1.0,,"McGowan, Miss. Anna ""Annie""",female,15.0,0.0,0.0,330923,8.0292,,Q
24,1.0,1.0,"Sloper, Mr. William Thompson",male,28.0,0.0,,113788,35.5,A6,S
25,0.0,,"Palsson, Miss. Torborg Danira",,8.0,3.0,1.0,349909,,,S
26,1.0,nan,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38.0,,5.0,347077,31.3875,,
27,0.0,3.0,"Emir, Mr. Farred Chehab",male,,,nan,2631,7.225,,C
28,0.0,1.0,"Fortune, Mr. Charles Alexander",male,19.0,3.0,2.0,19950,263.0,C23 C25 C27,S
29,,4.0,"O'Dwyer, Miss. Ellen ""Nellie""",female,,0.0,,330959,7.8792,,Q
30,,3.0,"Todoroff, Mr. Lalio",,,0.0,0.0,349216,,,S
31,0.0,1.0,"Uruchurtu, Don. Manuel E",male,40.0,,0.0,PC 17601,27.7208,,
32,1.0,1.0,"Spencer, Mrs. William Augustus (Marie Eugenie)",,,1.0,,PC 17569,,B78,C
33,1.0,3.0,"Glynn, Miss. Mary Agatha",female,,0.0,,335677,7.75,,Q
34,,2.0,"Wheadon, Mr. Edward H",,66.0,,0.0,C.A. 24579,10.5,,S
35,,5,"Meyer, Mr. Edgar Joseph",male,28.0,1.0,,PC 17604,82.1708,,C
36,No,1.0,"Holverson, Mr. Alexander Oskar",,42.0,,0.0,113789,52.0,,S
37,,3.0,"Mamee, Mr. Hanna",,,,0.0,2677,7.2292,,C
38,,3.0,"Cann, Mr. Ernest Charles",male,21.0,0.0,,A./5. 2152,8.05,,S
39,0.0,,"Vander Planke, Miss. Augusta Maria",,18.0,2.0,,345764,18.0,,
40,1.0,3.0,"Nicola-Yarred, Miss. Jamila",female,14.0,1.0,0.0,2651,11.2417,,C
41,,3.0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40.0,,0.0,7546,9.475,,S
42,0.0,2.0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",,27.0,1.0,0.0,11668,21.0,,S
43,0.0,nan,"Kraeff, Mr. Theodor",,,,0.0,349253,7.8958,,C
44,1.0,2.0,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,,2.0,SC/Paris 2123,41.5792,,
45,1.0,3.0,"Devaney, Miss. Margaret Delia",alien,19.0,0.0,0.0,330958,,,Q
46,,,"Rogers, Mr. William John",male,,0.0,0.0,S.C./A.4. 23567,8.05,,S
47,,,"Lennon, Mr. Denis",male,,1.0,0.0,370371,,,
48,,,"O'Driscoll, Miss. Bridget",female,,,,14311,,,
49,0.0,3.0,"Samaan, Mr. Youssef",male,,,0.0,2662,21.6792,,C
50,No,3.0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,1.0,0.0,349237,-222,,S
51,0.0,3.0,"Panula, Master. Juha Niilo",,3433.0,4.0,1.0,3101295,9999,,S
52,0.0,,"Nosworthy, Mr. Richard Cater 3033",,21.0,,0.0,A/4. 39886,,,S
53,,1.0,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49.0,1.0,0.0,PC 17572,76.7292,D33,C
54,1.0,2.0,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",,29.0,,,2926,26.0,,S
55,0.0,1.0,"Ostby, Mr. Engelhart Cornelius",male,65.0,0.0,1.0,113509,,B30,C
56,1.0,5,"Woolner, Mr. Hugh",male,,0.0,0.0,19947,35.5,C52,
57,1.0,2.0,"Rugg, Miss. Emily",female,21.0,0.0,,C.A. 31026,313131313131,,S
58,,3.0,"Novel, Mr. Mansouer",male,28.5,0.0,0.0,2697,7.2292,,
59,1.0,2.0,"West, Miss. Constance Mirium",female,5.0,1.0,,C.A. 34651,27.75,,S
60,,3.0,"Goodwin, Master. William Frederick",male,11.0,,2.0,CA 2144,46.9,,
61,,3.0,"Sirayanian, Mr. Orsen",,22.0,,0.0,2669,,,
62,,,"Icard, Miss. Amelie",female,38.0,,0.0,113572,80.0,B28,
63,0.0,1.0,"Harris, Mr. Henry Birkhardt",,45.0,,0.0,36973,83.475,C83,S
64,0.0,,"Skoog, Master. Harald",male,4.0,3.0,2.0,347088,,,S
65,0.0,1.0,"Stewart, Mr. Albert A",male,,0.0,,PC 17605,27.7208,,C
66,1.0,3.0,"Moubarek, Master. Gerios",male,,1.0,1.0,2661,,,
67,1.0,2.0,"Nye, Mrs. (Elizabeth Ramell)",unknown,29.0,,0.0,C.A. 29395,,F33,S
68,0.0,3.0,"Crease, Mr. Ernest James",male,19.0,0.0,0.0,S.P. 3464,8.1583,,S
69,,3.0,"Andersson, Miss. Erna Alexandra",,17.0,,2.0,3101281,7.925,,S
70,0.0,,"Kink, Mr. Vincenz",male,26.0,,,315151,,,
71,0.0,2.0,"Jenkin, Mr. Stephen Curnow",male,32.0,0.0,0.0,C.A. 33111,10.5,,S
72,,3.0,"Goodwin, Miss. Lillian Amy",female,16.0,,,CA 2144,,,S
73,,,"Hood, Mr. Ambrose Jr",,21.0,0.0,0.0,S.O.C. 14879,73.5,,S
74,0.0,,"Chronopoulos, Mr. Apostolos",male,,70.0,50.0,2680,14.4542,,C
75,1.0,3.0,"Bing, Mr. Lee 7336",,32.0,,,1601,56.4958,,S
76,,5.0,"Moen, Mr. Sigurd Hansen",male,25.0,0.0,0.0,348123,7.65,F G73,
77,maybe,,"Staneff, Mr. Ivan",male,,70.0,-5.0,349208,,,S
78,0.0,3.0,"Moutal, Mr. Rahamin Haim",male,-10.0,0.0,0.0,374746,8.05,,S
79,1.0,2.0,"Caldwell, Master. Alden Gates",male,0.83,0.0,2.0,248738,29.0,,S
80,1.0,3.0,"Dowdell, Miss. Elizabeth",female,30.0,0.0,0.0,364516,12.475,,S
81,0.0,3.0,"Waelens, Mr. Achille",male,22.0,0.0,0.0,345767,9.0,,
82,,3.0,"Sheerlinck, Mr. Jan Baptist",male,29.0,,0.0,345779,,,
83,1.0,,"McDermott, Mr.. Brigdet Delia",,,0.0,0.0,330932,,,
84,0.0,1.0,"Carrau, Mr. Francisco M",,28.0,0.0,0.0,113059,47.1,,S
85,1.0,2.0,"Ilett, Miss. Bertha",female,17.0,0.0,0.0,SO/C 14885,10.5,,S
86,1.0,3.0,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33.0,3.0,0.0,3101278,15.85,,S
87,unknown,3.0,"Ford, Mr. William Neal",,16.0,1.0,3.0,W./C. 6608,34.375,,
88,unknown,3.0,"Slocovski, Mr. Selman Francis",alien,,0.0,,SOTON/OQ 392086,8.05,,S
89,,1.0,"Fortune, Miss. Mabel Helen",female,23.0,3.0,2.0,19950,,C23 C25 C27,S
90,0.0,3.0,"Celotti, Mr. Francesco",male,24.0,0.0,,343275,8.05,,S
91,0.0,3.0,"Christmann, Mr. Emil",male,29.0,,0.0,343276,,,S
92,,3.0,"Andreasson, Mr. Paul Edvin 6451",male,20.0,0.0,0.0,347466,7.8542,,S
93,,1.0,"Chaffee, Mr. Herbert Fuller",male,999.0,1.0,0.0,W.E.P. 5734,61.175,E31,S
94,,3.0,"Dean, Mr. Bertram Frank",male,26.0,1.0,,C.A. 2315,20.575,,
95,,3.0,"Coxon, Ms. Daniel",male,59.0,0.0,0.0,364500,7.25,,S
96,0.0,3.0,"Shorney, Mr. Charles Joseph",,,0.0,0.0,374910,8.05,,S
97,,,"Goldschmidt, Mr. George B",,71.0,0.0,0.0,PC 17754,34.6542,A5,C
98,maybe,,"Greenfield, Mr. William Bertram",male,23.0,0.0,1.0,PC 17759,63.3583,D10 D12,
99,maybe,,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,0.0,1.0,231919,,,S
100,No,0.0,"Kantor, Mr. Sinai",male,34.0,1.0,0.0,244367,1917,,S
101,No,3.0,"Petranec, Miss. Matilda",female,28.0,0.0,0.0,349245,,,S
102,0.0,,"Petroff, Mr. Pastcho (""Pentcho"")",male,,0.0,0.0,349215,,,S
103,0.0,1.0,"White, Mr. Richard Frasar",,21.0,0.0,1.0,35281,77.2875,D26,S
104,0.0,3.0,"Johansson, Mr. Gustaf Joel",,33.0,0.0,0.0,7540,8.6542,,S
105,0.0,3.0,"Gustafsson, Mr. Anders Vilhelm",male,37.0,2.0,0.0,3101276,,,S
106,0.0,5,"Mionoff, Mr. Stoytcho",male,28.0,0.0,0.0,349207,7.8958,,
107,1.0,3.0,"Salkjelsvik, Miss. Anna Kristine",,21.0,0.0,0.0,343120,7.65,,S
108,1.0,,"Moss, Ms. Albert Johan",male,,0.0,0.0,312991,,,S
109,0.0,,"Rekic, Mr. Tido",male,38.0,0.0,,349249,7.8958,,
110,1.0,,"Moran, Miss. Bertha",female,,1.0,0.0,371110,,,Q
111,0.0,1.0,"Porter, Mr. Walter Chamberlain",male,,,,110465,9999,C110,S
112,,4,"Zabour, Miss. Hileni",female,14.5,1.0,0.0,2665,14.4542,,C
113,0.0,3.0,"Barton, Mr. David John 7927",male,,,0.0,324669,8.05,,S
114,No,3.0,"Jussila, Miss. Katriina",,20.0,1.0,0.0,4136,9.825,,S
115,0.0,3.0,"Attalah, Miss. Malake 7569",female,17.0,0.0,0.0,2627,14.4583,,
116,0.0,3.0,"Pekoniemi, Mr. Edvard",,999.0,0.0,0.0,STON/O 2. 3101294,,,
117,0.0,3.0,"Connors, Mr. Patrick",male,70.5,0.0,0.0,370369,,,
118,0.0,2.0,"Turpin, Mr. William John Robert",male,29.0,1.0,0.0,11668,,,S
119,0.0,1.0,"Baxter, Mr. Quigg Edmond",,24.0,0.0,,PC 17558,247.5208,B58 B60,C
120,0.0,3.0,"Andersson, Miss. Ellis Anna Maria",female,2.0,4.0,2.0,347082,31.275,,S
121,No,nan,"Hickman, Mr. Stanley George 1718",male,21.0,2.0,0.0,S.O.C. 14879,73.5,,S
122,No,,"Moore, Mr. Leonard Charles",male,,0.0,0.0,A4. 54510,8.05,,S
123,0.0,2.0,"Nasser, Mr. Nicholas",male,32.5,1.0,0.0,237736,30.0708,,C
124,unknown,2.0,"Webber, Miss. Susan",female,32.5,0.0,,27267,,E101,
125,0.0,1.0,"White, Mr. Percival Wayland",male,54.0,0.0,1.0,35281,77.2875,D26,S
126,1.0,3.0,"Nicola-Yarred, Master. Elias",male,12.0,1.0,0.0,2651,11.2417,,C
127,0.0,3.0,"McMahon, Mr. Martin 3252",alien,,0.0,0.0,370372,7.75,,Q
128,No,3.0,"Madsen, Mr. Fridtjof Arne",male,24.0,0.0,0.0,C 17369,7.1417,,
129,1.0,0,"Peter, Miss. Anna",,,1.0,,2668,22.3583,F E69,C
130,maybe,3.0,"Ekstrom, Mr. Johan",,45.0,0.0,0.0,347061,6.975,,S
131,0.0,,"Drazenoic, Mr. Jozef",male,33.0,0.0,0.0,349241,7.8958,,C
132,0.0,3.0,"Coelho, Mr. Domingos Fernandeo 3011",,20.0,0.0,0.0,SOTON/O.Q. 3101307,7.05,,S
133,0.0,,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,,0.0,A/5. 3337,14.5,,S
134,Yes,,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,1.0,0.0,228414,26.0,,
135,0.0,2.0,"Sobey, Mr. Samuel James Hayden",,,,,C.A. 29178,13.0,,S
136,No,,"Richard, Mr. Emile",male,450.0,,0.0,SC/PARIS 2133,15.0458,,
137,,1.0,"Newsom, Miss. Helen Monypeny 9214",female,19.0,0.0,,11752,26.2833,D47,S
138,0.0,1.0,"Futrelle, Mr. Jacques Heath",male,37.0,,0.0,113803,,C123,
139,0.0,3.0,"Osen, Mr. Olaf Elon",male,16.0,,0.0,7534,9.2167,,S
140,,1.0,"Giglio, Mr. Victor",male,24.0,0.0,0.0,PC 17593,79.2,B86,C
141,0.0,3.0,"Boulos, Mrs. Joseph (Sultana) 9074",,,0.0,,2678,15.2458,,
142,unknown,3.0,"Nysten, Miss. Anna Sofia",female,22.0,,0.0,347081,7.75,,
143,1.0,,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,,,STON/O2. 3101279,,,S
144,0.0,3.0,"Burke, Mr. Jeremiah",male,19.0,0.0,0.0,365222,,,
145,0.0,4.0,"Andrew, Mr. Edgardo Samuel",,500.0,0.0,0.0,231945,11.5,,S
146,,2.0,"Nicholls, Mr. Joseph Charles",male,19.0,1.0,1.0,C.A. 33112,36.75,,
147,No,3.0,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0.0,0.0,350043,7.7958,,S
148,No,,"Ford, Miss. Robina Maggie ""Ruby""",alien,9.0,2.0,2.0,W./C. 6608,,,S
149,unknown,2.0,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0.0,2.0,230080,,F2,S
150,,2.0,"Byles, Rev. Thomas Roussel Davids",male,42.0,500.0,100.0,244310,RMS,,S
151,,2.0,"Bateman, Rev. Robert James",male,51.0,0.0,,S.O.P. 1166,1000000,,S
152,1.0,1.0,"Pears, Mrs. Thomas (Edith Wearne)",,450.0,1.0,0.0,113776,,C2,S
153,0.0,,"Meo, Mr. Alfonzo",,55.5,500.0,-5.0,A.5. 11206,8.05,,S
154,,3.0,"van Billiard, Mr. Austin Blyler",male,40.5,,,A/5. 851,14.5,,S
155,,5,"Olsen, Mr. Ole Martin",,,,0.0,Fa 265302,,,S
156,0.0,nan,"Williams, Mr. Charles Duane",male,51.0,500.0,500.0,PC 17597,61.3792,,
157,1.0,,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0.0,0.0,35851,7.7333,,
158,0.0,3.0,"Corn, Mr. Harry",male,30.0,,0.0,SOTON/OQ 392090,8.05,,S
159,,3.0,"Smiljanic, Mr. Mile",,,0.0,0.0,315037,8.6625,,
160,0.0,3.0,"Sage, Master. Thomas Henry",,,,,CA. 2343,69.55,,S
161,0.0,,"Cribb, Mr. John Hatfield",male,44.0,,1.0,371362,9999,,S
162,1.0,2.0,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",,500.0,0.0,0.0,C.A. 33595,15.75,,S
163,0.0,-1.0,"Bengtsson, Mr. John Viktor",,,0.0,0.0,347068,,,
164,0.0,3.0,"Calic, Mr. Jovo",male,17.0,50.0,50.0,315093,8.6625,,S
165,0.0,,"Panula, Master. Eino Viljami",male,1.0,4.0,1.0,3101295,39.6875,,
166,1.0,3.0,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0.0,,363291,20.525,,
167,1.0,1.0,"Chibnall, Mrs. (Edith Martha Bowerman)",female,,0.0,1.0,113505,55.0,E33,S
168,0.0,3.0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1.0,4.0,347088,27.9,,S
169,0.0,1.0,"Baumann, Mr. John D",,,0.0,0.0,PC 17318,25.925,,S
170,No,3.0,"Ling, Mr. Lee",male,28.0,0.0,,1601,56.4958,,S
171,0.0,1.0,"Van der hoef, Mr. Wyckoff",male,61.0,0.0,nan,111240,33.5,B19,S
172,,0,"Rice, Master. Arthur 9034",male,4.0,4.0,1.0,382652,,,
173,1.0,3.0,"Johnson, Miss. Eleanor Ileen",female,1.0,,1.0,347742,11.1333,,
174,0.0,3.0,"Sivola, Mr. Antti Wilhelm 5182",male,21.0,0.0,0.0,STON/O 2. 3101280,,,
175,0.0,,"Smith, Mr. James Clinch 9690",male,,0.0,,17764,30.6958,A7,C
176,0.0,3.0,"Klasen, Mr. Klas Albin",,18.0,1.0,1.0,350404,7.8542,,S
177,No,,"Lefebre, Master. Henry Forbes",male,,3.0,1.0,4133,25.4667,,S
178,,1.0,"Isham, Miss. Ann Elizabeth",female,50.0,0.0,0.0,PC 17595,28.7125,C49,C
179,0.0,2.0,"Hale, Mr. Reginald",,30.0,,0.0,250653,13.0,,S
180,0.0,3.0,"Leonard, Mr. Lionel",,36.0,0.0,0.0,LINE,,,S
181,0.0,3.0,"Sage, Miss. Constance Gladys",female,,,2.0,CA. 2343,69.55,,S
182,0.0,2.0,"Pernot, Mr. Rene",male,,,0.0,SC/PARIS 2131,,,C
183,0.0,3.0,"Asplund, Master. Clarence Gustaf Hugo 9954",male,9.0,,,347077,31.3875,,S
184,Yes,2.0,"Becker, Master. Richard F",,1.0,2.0,1.0,230136,,F4,
185,1.0,3.0,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0.0,2.0,315153,22.025,,S
186,0.0,1.0,"Rood, Mr. Hugh Roscoe",male,,0.0,0.0,113767,50.0,A32,S
187,1.0,3.0,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,,1.0,,370365,15.5,,Q
188,1.0,,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",unknown,45.0,,0.0,111428,26.55,,S
189,0.0,,"Bourke, Mr. John",male,40.0,1.0,1.0,364849,1917.0,,Q
190,unknown,3.0,"Turcin, Mr. Stjepan",,36.0,,,349247,7.8958,,S
191,1.0,2.0,"Pinsky, Mrs. (Rosa)",female,32.0,0.0,0.0,234604,,,S
192,0.0,2.0,"Carbines, Mr. William",male,19.0,0.0,0.0,28424,13.0,,
193,No,3.0,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1.0,0.0,350046,7.8542,,
194,,2.0,"Navratil, Master. Michel M",,3.0,1.0,1.0,230080,26.0,F2,S
195,1.0,5,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,50.0,100.0,PC 17610,27.7208,B4,C
196,1.0,-1.0,"Lurette, Miss. Elise",female,58.0,0.0,0.0,PC 17569,,B80,C
197,0.0,,"Mernagh, Mr. Robert",unknown,,0.0,,368703,7.75,,
198,0.0,,"Olsen, Mr. Karl Siegwart Andreas",unknown,42.0,0.0,1.0,4579,8.4042,,S
199,,3.0,"Madigan, Miss. Margaret ""Maggie""",female,,0.0,0.0,370370,,,Q
200,maybe,2.0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,-10.0,0.0,0.0,248747,13.0,,
201,0.0,3.0,"Vande Walle, Mr. Nestor Cyriel 4558",unknown,28.0,0.0,0.0,345770,,,S
202,,,"Sage, Mr. Frederick",male,,8.0,2.0,CA. 2343,69.55,,S
203,unknown,3.0,"Johanson, Mr. Jakob Alfred",male,34.0,0.0,,3101264,6.4958,,S
204,0.0,3.0,"Youseff, Mr. Gerious",,45.5,0.0,0.0,2628,7.225,,C
205,1.0,3.0,"Cohen, Mr. Gurshon ""Gus""",male,18.0,100.0,500.0,A/5 3540,,,S
206,0.0,3.0,"Strom, Mr.. Telma Matilda",female,2.0,0.0,nan,347054,10.4625,G6,S
207,0.0,4.0,"Backstrom, Mr. Karl Alfred",alien,32.0,nan,0.0,3101278,15.85,,S
208,,4.0,"Albimona, Mr. Nassef Cassem",,26.0,0.0,,2699,18.7875,,C
209,,3.0,"Carr, Miss. Helen ""Ellen""",female,16.0,0.0,0.0,367231,7.75,,
210,1.0,1.0,"Blank, Mr. Henry 9125",male,40.0,,,112277,31.0,A31,C
211,,3.0,"Ali, Mr. Ahmed",,24.0,0.0,0.0,SOTON/O.Q. 3101311,7.05,,S
212,,2.0,"Cameron, Miss. Clear Annie",female,35.0,,0.0,F.C.C. 13528,21.0,,S
213,0.0,,"Perkin, Mr. John Henry",male,450.0,0.0,,A/5 21174,7.25,,S
214,0.0,2.0,"Givard, Mr. Hans Kristensen",,30.0,0.0,0.0,250646,13.0,,
215,0.0,3.0,"Kiernan, Mr. Philip",male,,1.0,,367229,7.75,,Q
216,,1.0,"Newell, Miss. Madeleine",female,31.0,1.0,nan,35273,113.275,D36,C
217,,3.0,"Honkanen, Miss. Eliina 4918",female,27.0,,0.0,STON/O2. 3101283,7.925,,S
218,0.0,5,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1.0,0.0,243847,,,S
219,Yes,1.0,"Bazzani, Miss. Albina",female,32.0,0.0,0.0,11813,76.2917,D15,C
220,0.0,,"Harris, Mr. Walter",male,30.0,0.0,,W/C 14208,9999.0,,
221,1.0,3.0,"Sunderland, Mr. Victor Francis",alien,16.0,0.0,,SOTON/OQ 392089,8.05,,S
222,0.0,2.0,"Bracken, Mr. James H",male,27.0,,0.0,220367,13.0,,S
223,0.0,4,"Green, Mr. George Henry",male,51.0,0.0,0.0,21440,8.05,,S
224,0.0,3.0,"Nenkoff, Mr. Christo",male,,,,349234,,,S
225,1.0,1.0,"Hoyt, Mr. Frederick Maxfield",male,38.0,,0.0,19943,90.0,C93,S
226,0.0,3.0,"Berglund, Mr. Karl Ivar Sven",male,22.0,,0.0,PP 4348,9.35,,S
227,Yes,2.0,"Mellors, Mr. William John",male,19.0,,0.0,SW/PP 751,,,S
228,No,3.0,"Lovell, Mr. John Hall (""Henry"")",,20.5,0.0,,A/5 21173,7.25,,S
229,0.0,,"Fahlstrom, Mr. Arne Jonas 2915",male,18.0,,0.0,236171,13.0,,S
230,0.0,3.0,"Lefebre, Miss. Mathilde",,,3.0,,4133,25.4667,,
231,1.0,1.0,"Harris, Mrs. Henry Birkhardt (Irene Wallach) 9209",female,35.0,1.0,0.0,36973,83.475,C83,S
232,,3.0,"Larsson, Mr. Bengt Edvin",male,29.0,0.0,0.0,347067,7.775,,S
233,0.0,2.0,"Sjostedt, Mr. Ernst Adolf",male,59.0,0.0,0.0,237442,13.5,,S
234,1.0,,"Asplund, Miss. Lillian Gertrud",female,5.0,4.0,2.0,347077,,,S
235,,2.0,"Leyson, Mr. Robert William Norman",male,24.0,0.0,0.0,C.A. 29566,10.5,,
236,0.0,3.0,"Harknett, Miss. Alice Phoebe 1963",female,,0.0,0.0,W./C. 6609,7.55,,S
237,No,2.0,"Hold, Mr. Stephen",male,44.0,1.0,,26707,26.0,,S
238,,2.0,"Collyer, Miss. Marjorie ""Lottie""",female,890.0,0.0,2.0,C.A. 31921,26.25,,S
239,0.0,2.0,"Pengelly, Mr. Frederick William",male,19.0,0.0,0.0,28665,10.5,,S
240,0.0,2.0,"Hunt, Mr. George Henry",male,33.0,0.0,,SCO/W 1585,12.275,,
241,0.0,,"Zabour, Miss. Thamine",female,,1.0,,2665,14.4542,,C
242,,3.0,"Murphy, Miss. Katherine ""Kate""",female,,1.0,0.0,367230,15.5,,Q
243,0.0,2.0,"Coleridge, Mr. Reginald Charles 1617",male,29.0,0.0,0.0,W./C. 14263,10.5,,S
244,0.0,,"Maenpaa, Mr. Matti Alexanteri",,22.0,,,STON/O 2. 3101275,7.125,,S
245,0.0,3.0,"Attalah, Mr. Sleiman",male,30.0,0.0,0.0,2694,7.225,,C
246,0.0,1.0,"Minahan, Dr. William Edward 4202",male,44.0,2.0,,19928,,C78,Q
247,0.0,3.0,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0.0,0.0,347071,,,
248,1.0,2.0,"Hamalainen, Mrs. William (Anna)",female,24.0,0.0,2.0,250649,14.5,,
249,1.0,1.0,"Beckwith, Mr. Richard Leonard",male,37.0,1.0,1.0,11751,,D35,S
250,0.0,2.0,"Carter, Rev. Ernest Courtenay",male,54.0,,0.0,244252,26.0,,S
251,0.0,5,"Reed, Mr. James George",male,,0.0,0.0,362316,,,S
252,No,3.0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",,29.0,1.0,1.0,347054,,G6,
253,0.0,,"Stead, Miss William Thomas",male,62.0,0.0,0.0,113514,26.55,C87,S
254,,,"Lobb, Mr. William Arthur",male,30.0,,0.0,A/5. 3336,16.1,,S
255,0.0,3.0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0.0,2.0,370129,20.2125,,S
256,1.0,3.0,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0.0,2.0,2650,,,C
257,1.0,1.0,"Thorne, Mrs. Gertrude Maybelle 3752",female,450.0,0.0,,PC 17585,,,C
258,1.0,-1.0,"Cherry, Miss. Gladys",female,30.0,0.0,,110152,86.5,B77,
259,No,1.0,"Ward, Miss. Anna 3207",female,35.0,,0.0,PC 17755,512.3292,,
260,1.0,2.0,"Parrish, Mrs. (Lutie Davis)",female,50.0,0.0,1.0,230433,,,S
261,,3.0,"Smith, Mr. Thomas",male,,,0.0,384461,7.75,,
262,1.0,3.0,"Asplund, Master. Edvin Rojj Felix",male,3.0,4.0,2.0,347077,-222.0,,
263,0.0,1.0,"Taussig, Mr. Emil 7239",male,,,1.0,110413,79.65,E67,S
264,0.0,,"Harrison, Mr. William",male,40.0,0.0,0.0,112059,,B94,
265,0.0,3.0,"Henry, Miss. Delia",female,,0.0,0.0,382649,7.75,,Q
266,0.0,2.0,"Reeves, Mr. David",male,36.0,0.0,,C.A. 17248,,,
267,0.0,3.0,"Panula, Mr. Ernesti Arvid",male,16.0,,1.0,3101295,39.6875,,S
268,maybe,3.0,"Persson, Mr. Ernst Ulrik",,25.0,,0.0,347083,-100,,S
269,,1.0,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0.0,1.0,PC 17582,153.4625,C125,S
270,1.0,1.0,"Bissette, Miss. Amelia",female,35.0,0.0,0.0,PC 17760,135.6333,C99,S
271,No,1.0,"Cairns, Mr. Alexander",male,,0.0,0.0,113798,31.0,,
272,,,"Tornquist, Mr. William Henry",,25.0,0.0,0.0,LINE,0.0,,S
273,1.0,2.0,"Mellinger, Mrs. (Elizabeth Anne Maidment)",,41.0,0.0,,250644,19.5,,S
274,0.0,1.0,"Natsch, Mr. Charles H",male,37.0,0.0,1.0,PC 17596,29.7,C118,C
